CodeClass	Name	CoV	WYK3299	WYK3300	WYK3301	WYK3302	WYK3303	WYK3304	WYK3305	WYK3307	WYK3308	WYK3309	WYK3310	WYK3311	WYK3313	WYK3314	WYK3315	WYK3317	WYK3320	WYK3325	WYK3327	WYK3328	WYK3329	WYK3331	WYK3333	WYK3336	WYK3337	WYK3338	WYK3339	WYK3340	WYK3341	WYK3342	WYK3343	WYK3346	WYK3347	WYK3348	WYK3349	WYK3350	WYK3352	WYK3353	WYK3354	WYK3355	WYK3356	WYK3357	WYK3358	WYK3359	WYK3360	WYK3361	WYK3362	WYK3363	WYK3364	WYK3366	WYK3367	WYK3369	WYK3371	WYK3372	WYK3373	WYK3373	WYK3374	WYK3375	WYK3376	WYK3377	WYK3379	WYK3381	WYK3382	WYK3383	WYK3384	WYK3385
Endogenous	GPD1L	0.97643901	593.283946	40.53544322	59.30384665	83.89254527	157.5109591	40.49071293	199.0193222	195.4844933	138.8765479	55.97676131	68.89825193	140.4077971	69.43881749	55.94959682	0	121.17339	62.00131144	37.74851768	0	227.2832767	53.36419613	79.98828209	25.08826682	52.62707714	92.52511414	120.5212812	213.8132551	42.85230144	33.37997247	38.80016235	0	73.5287515	39.0036059	24.49473825	130.8593597	35.94101431	41.23414978	109.7747156	42.94852923	80.96799967	109.237689	79.85727947	92.99442387	19.22432606	62.57241977	23.39597372	51.54655325	113.6263082	335.3984711	158.8441289	27.13495251	160.4267986	55.4667859	148.3271397	143.9277963	0	28.83521107	136.8649937	53.64604628	95.77583545	43.16368118	108.8836017	91.79552639	10.16316893	61.68195442	94.77667524
Endogenous	TRAK1	0.964121369	221.2523003	67.92425621	44.78045563	93.21393919	301.3253131	51.1461637	107.3245559	128.3241766	63.12570361	93.29460219	51.50646018	52.24476172	60.87786739	44.92922169	47.80444773	78.83569952	73.90055303	45.58311569	353.5331858	225.918212	39.26799338	38.25526535	53.50148466	49.39558994	77.72109588	170.4037004	114.7413922	41.46996913	50.86471995	60.56610708	0	52.94070108	29.88587985	32.33305449	68.28687112	45.49495483	55.20055535	56.41200663	28.63235282	168.1987175	69.70016724	95.45730615	70.53838402	31.15052834	42.45985627	50.1342294	43.91002685	105.7962902	209.0952631	80.28848698	26.00432949	54.22877701	50.52995155	107.0511852	50.83845788	519.6152423	36.40809478	94.93875114	73.1773738	125.1175654	31.99190488	71.34919241	36.71821056	57.90642764	46.01669616	69.38557657
Endogenous	SEMA5A	0.857123293	10.92603952	9.859972675	27.83649945	13.98209088	160.9351104	17.04872123	21.88170558	86.34897865	0	0	14.04721641	71.83654736	106.8533402	8.477211639	39.83703977	24.81864614	56.99110445	27.06497494	0	131.3874798	64.439784	100.8547905	80.7056294	54.24282073	54.2814003	92.06486762	81.8859275	20.73498457	12.71617999	17.03421762	0	44.1172509	41.53630758	36.25221261	42.57214978	11.82868825	23.27734262	29.18613471	19.08823522	176.2507838	74.99901037	54.97152261	54.68706177	6.764114725	42.90680213	110.2953047	32.45523723	38.60380985	97.59793348	123.031998	8.479672659	25.98462232	15.39130708	43.93891929	48.09043313	0	9.029207505	61.4783845	34.37513645	102.9728635	25.89820871	61.5429053	58.01477268	11.34493276	16.64433691	78.9386632
Endogenous	FAP	0.83428161	6.009321737	73.40201881	61.72441182	97.87463615	23.96905899	134.2586797	20.8397196	21.58724466	0	0	40.80381911	16.32648804	12.04874459	12.71581746	0	18.9789647	12.52551746	69.7991459	0	45.38840211	74.50850025	0	61.05819153	30.92994884	82.03893454	24.43903759	28.81171523	17.97031996	66.75994493	22.71229016	0	26.47035054	74.46142945	107.7768483	68.57259025	60.50828992	23.94240955	24.61218822	21.47426462	76.0472925	46.05917484	109.9430452	68.95325179	22.4283804	91.62390038	0	0	61.18339675	37.7700981	16.1732204	18.65527985	7.908363314	73.47171116	23.16779381	50.83845788	0	29.12647582	24.18821685	24.21884613	36.81556681	43.16368118	46.32625289	64.62405058	142.5207178	19.58157283	78.18447215
Endogenous	AHNAK2	0.789134146	3.277811856	24.10215543	53.25243373	58.258712	0	40.49071293	115.6604438	65.96102535	0	0	54.18212045	35.91827368	14.26825017	18.64986561	47.80444773	36.49800904	12.52551746	27.77721112	0	59.38031554	17.11681763	62.59952512	47.45611916	30.69912833	67.23491627	40.84332309	59.13983653	91.23393209	73.11803493	108.8297237	92.102164	97.05795198	33.4316622	86.22147864	49.71512793	93.71960694	97.09977207	68.17358331	124.0735289	70.23191131	76.62942364	140.7716694	95.63631092	11.39219322	101.9036551	0	0	125.2802886	8.762662759	27.72552068	68.40269278	45.19064751	83.63578187	56.98744683	175.873584	0	186.9919748	162.6657583	40.10432586	50.93281423	71.60092996	59.17587048	66.092779	252.8974595	87.1379991	55.30734364
Endogenous	TUBB6	0.659966418	37.14853437	211.4416363	296.5192333	466.069696	71.90717698	577.5254317	683.5428029	247.0540222	126.2514072	177.2597442	498.3417251	633.4677358	124.926457	103.421982	1027.795626	408.7777012	78.28448414	229.3400508	314.2517207	163.1252347	390.6661905	399.9414105	120.3027734	171.2688212	190.6017351	186.1384233	272.9530917	815.5760596	868.9389658	574.4316719	912.2500053	349.9968571	429.5462053	193.9983269	188.2889041	395.806107	325.2177297	451.949474	620.3676445	169.0933916	311.4089343	111.8001913	295.62716	105.9117963	281.575889	277.4094027	351.2802148	215.2344493	49.7054491	150.7575187	328.4459877	289.220144	340.3511679	173.0927123	341.7855783	0	352.7216222	376.9330459	346.0951238	147.539076	462.1052927	256.654204	550.7731583	556.6107636	202.6692788	212.179082
Endogenous	PALLD	0.623048376	144.7700237	805.2311018	699.543334	950.7821798	356.1117336	1114.560151	2559.117567	1413.964525	88.37598506	270.5543464	389.9774842	1061.221722	720.0710252	161.0670212	661.2948602	1229.252944	379.5231791	842.5754041	235.6887905	1278.724381	735.0162863	1029.414413	392.9487574	478.7217455	1116.469711	1046.191678	1311.185777	924.7803116	727.4714634	427.7481313	653.4867826	1370.575928	741.5750525	501.6522393	885.1578525	846.2061598	399.0401592	1802.570529	489.1360274	1077.634868	1023.49193	514.8008807	1614.985549	208.0855293	1321.618895	200.5369176	414.2815576	1082.18133	250.4912906	562.5970239	600.9261358	1328.605037	1177.289791	973.3136363	2218.34298	0	576.9954861	2153.356005	589.0648382	880.8055156	635.2678254	785.1792643	1111.093051	700.3132452	318.2005585	725.0289957
Endogenous	FAM59A	0.605838255	25.67619288	52.58652094	56.88328148	74.57115135	27.39321028	74.58815539	181.3055605	111.5340974	0	0	38.12815884	65.30595215	48.8291228	19.49758677	79.67407955	83.2154606	36.32400064	63.38902026	0	109.8877104	47.32296638	76.5105307	29.92455921	34.16143604	67.85175037	82.69099019	100.0828003	77.41060904	70.46883076	29.33670812	35.08653866	99.99910204	41.53630758	30.37347543	72.28693889	48.67960166	23.27734262	110.8637505	47.72058804	91.70408802	62.77091085	54.6000934	106.7322365	21.89437135	75.98079543	0	36.27350044	76.84343282	32.02904319	42.74351105	29.96151006	81.34316551	78.40854551	70.56856734	136.0272251	0	40.77706615	152.5873346	46.09393297	64.21963533	46.71833728	53.76550518	64.62405058	59.32454423	26.43512332	56.56432872
Endogenous	CHST15	0.583747845	7.101925689	53.68207346	56.88328148	60.58906048	0	115.0788683	50.01532704	26.38441014	0	0	50.83754512	52.24476172	22.51212804	31.36568307	71.70667159	45.25753121	21.91965556	96.15188466	0	28.32509305	37.25425013	83.46603349	34.15631506	27.00600011	20.9723592	37.49550972	29.31718392	46.99929835	91.13262324	36.9074715	78.944712	76.46990156	54.19981599	85.24168911	35.1434525	102.3636484	55.20055535	50.96683225	59.65073505	34.89228715	47.2819848	19.68574796	78.72823385	14.59624756	66.59493247	20.05369176	70.63786927	35.50822133	21.9066569	40.433051	29.39619855	47.45017988	59.24201216	103.056738	48.77743932	0	66.69962964	27.21174396	21.87508683	31.83300889	68.04627386	46.66440072	59.4835011	95.72287017	52.87024665	49.27381524
Endogenous	PRKCDBP	0.532608253	34.41702449	175.2884031	160.9675838	358.8736659	82.17963084	238.6820972	203.1872661	218.2710294	164.1268294	102.6240624	168.566597	427.7539866	153.1458851	35.60428889	270.8918705	226.287656	71.39544954	198.713895	0	125.9272209	275.8828253	316.475377	165.0384781	124.1814364	136.3203348	106.1256838	118.7851417	181.0855319	98.02055407	100.3126149	412.2668293	376.4672077	217.8123447	139.1301133	117.1448417	170.151131	139.6640557	167.4935641	214.7426462	151.647248	164.6717402	127.7716471	211.0867746	57.8509812	252.0774625	96.92617683	89.72918529	121.6384197	33.53984711	115.5230028	144.7197467	152.5184353	202.7006102	102.524145	188.5831985	0	87.08816271	249.1386336	149.2193423	190.4444358	233.5916864	177.8657593	279.7927644	82.72346805	162.5270545	148.0728427
Endogenous	ALOX5AP	0.530931734	9.833435569	144.6129326	85.93006351	116.517424	23.96905899	108.6855979	44.80539714	52.76882028	0	0	80.93872314	71.83654736	26.31699476	25.43163492	87.6414875	64.2364959	27.55613842	129.6269852	0	61.76917881	71.48788538	66.07727651	121.2095782	68.32287207	51.19722982	99.76483837	58.63436784	42.85230144	131.4005265	152.3616131	105.259616	64.70530132	103.840769	73.48421475	97.43022198	79.1612214	130.3531187	68.39139028	107.3713231	53.68044177	56.65686109	46.05722165	125.7538232	21.00435625	88.49527939	43.44966548	93.5474485	59.18036888	23.26638043	58.91673145	72.35987336	106.1980216	66.79246469	59.65041164	67.32660638	0	136.6031716	50.59368692	38.80223736	65.05006165	119.3348833	49.70773121	93.26425481	119.3581468	127.2802234	72.15094375
Endogenous	GLIPR1	0.524894933	32.23181659	158.8551153	131.9208017	151.4726512	58.21057184	140.6519502	108.3665419	99.54118372	63.12570361	0	154.5193805	48.97946411	178.194591	35.60428889	87.6414875	46.71745157	62.00131144	133.9004023	0	79.51502024	67.46039888	34.77751395	141.7638209	141.4929749	95.60928461	160.3602603	136.9820145	56.67562448	120.273869	94.63454232	52.629808	108.8225522	145.8836169	169.5035887	159.7169915	157.8674932	103.0853745	224.5589917	35.79044103	97.96680623	79.07504354	71.68583692	231.4293049	85.26344614	102.3506009	0	36.27350044	93.41393611	51.06517263	69.89141672	63.8802007	88.68664573	103.9639233	117.7030444	169.0035221	0	123.7875222	135.2524459	60.93774189	117.090111	87.8507864	125.4528454	95.46734745	120.0672051	38.18406702	116.8996127
Endogenous	MSN	0.50676378	81.39899443	695.6758499	802.4173537	515.007014	311.5977669	1231.770109	855.4704896	564.8662353	593.381614	382.507869	507.7065361	969.7933894	1302.532704	521.3485158	1338.524536	600.0272686	450.2923528	784.8842733	196.4073255	302.0205704	1069.297666	914.648617	433.7549745	696.847131	432.4007001	347.8378089	364.4429243	939.985967	648.5251793	633.1050881	1377.146643	929.403419	607.3418633	343.906125	429.1501273	554.1285498	992.9449294	578.4953267	1288.455877	320.2933026	514.3953863	241.4289844	613.1819824	346.5718781	606.9524718	340.9127599	612.8312442	369.8317821	148.6631061	435.5217207	829.311986	645.6613762	732.6842975	364.8261783	601.1304141	0	1144.6705	450.9086758	326.5637963	351.2703329	667.7675383	443.6499547	820.2848238	961.2466988	715.706487	381.1178771
Endogenous	EMP3	0.498016328	15.84275731	54.77762597	81.08893317	104.8656816	58.21057184	98.03014708	112.5344858	88.74756139	0	0	67.5604218	52.24476172	109.7069902	55.94959682	63.73926364	102.1944253	25.05103492	91.16623138	0	51.87245955	44.3023515	79.98828209	96.12131141	108.716462	43.79522069	71.64320608	71.77655374	58.05795678	55.10344661	53.94168912	78.944712	55.88185114	78.51375214	61.72674039	51.42944269	79.61617094	84.46350036	84.07349251	126.4595583	36.23429819	57.87967104	34.91434544	85.33295145	13.88423549	73.2991203	0	49.63742165	38.7859033	17.8274863	49.67489122	39.00649423	63.8317896	53.14356973	54.05818555	66.6396002	0	25.63129872	92.11679251	35.67722495	56.74579846	74.13997003	93.32880145	91.79552639	33.56209275	67.55642627	67.62579745
Housekeeping	SRPR	0.442251486	169.8999145	132.5618548	233.5845389	270.3204237	208.8732284	366.5475065	157.339883	256.6483532	517.6307695	233.2365055	230.106783	388.5704152	174.7067965	190.7372619	374.4681739	308.0431962	228.5906936	266.3763324	274.9702556	136.1652062	315.1508186	671.2060192	155.0636251	188.3495394	158.5263622	179.777578	150.1242003	348.3477406	196.570949	226.1765561	399.1093773	461.7605594	318.6138713	212.614328	192.0032527	197.9030534	241.4192963	179.6907544	474.819851	185.6448612	236.0023205	160.0859882	188.366546	152.1925812	284.2575638	531.4228316	469.6463741	124.3698216	237.9516174	215.4504002	282.090444	235.5562502	206.4758362	164.0386323	177.5910996	519.6152423	189.0308279	157.8281151	229.4279937	188.5067744	334.1376732	199.8453681	342.9480865	156.2291783	353.4473898	204.8885689
Housekeeping	XRCC6	0.411851033	252.9378149	181.8617182	156.1264535	111.856727	181.4800181	123.6032289	158.381869	133.1213421	202.0022515	55.97676131	146.4923997	104.4895234	263.4870198	191.5849831	87.64148751	78.83569949	182.246279	136.037111	39.28146509	156.6411771	91.62531788	48.68851953	215.8195484	259.6730783	167.1620395	212.9209303	200.6710691	76.02827672	138.2884574	182.6446666	65.78726	94.11680192	112.9584949	153.8269562	182.5745215	165.6016355	173.5824693	171.1962824	57.26470565	183.8555132	111.6833089	184.6003159	202.8969247	211.1115805	108.6078428	50.1342294	68.72873767	265.128053	138.6917999	147.8694436	136.2400742	110.1522033	148.3954322	202.1190291	187.8961924	57.73502692	180.2928852	224.950417	109.8962694	206.2225359	90.89763451	174.8224286	89.59243374	338.9298664	85.17984185	154.6091655
Housekeeping	EIF2B4	0.411088373	37.69483634	52.58652091	47.20102082	48.93731808	51.36226928	38.35962277	58.35121488	44.37378069	12.62514072	102.6240624	56.8577807	68.57124975	46.292545	47.47238518	63.73926364	67.15633661	53.23344921	60.54007556	235.6887905	64.49930821	61.41916913	79.98828209	63.77860603	56.78184644	70.31908672	47.87373119	58.63436781	71.88127981	61.99137746	50.15630742	48.24399066	55.88185114	46.09517058	48.00968697	54.85807219	53.22909712	55.20055536	54.66955073	90.66911728	54.12777882	70.51537384	62.40010678	56.27219395	73.15924081	63.01936556	93.58389488	64.91047447	59.90874275	48.79896662	64.69288157	78.01298852	68.91573747	65.3404545	57.78633638	57.0215136	57.73502692	53.30145071	64.09877473	60.6773241	60.34431251	56.87449757	56.80883561	62.42095794	45.14337831	75.38905543	63.10065127
Housekeeping	AMMECR1L	0.193819026	61.73212329	78.87978137	58.09356408	67.58010592	51.36226928	57.53943416	68.77107468	65.96102535	75.75084432	74.63568175	52.17537523	35.91827368	46.92668945	57.64503915	47.80444773	61.31665516	45.09186286	45.58311571	39.28146509	72.68969655	56.384811	38.25526535	46.85158263	36.00800018	53.66456618	54.56935793	56.61249306	52.52862755	59.3421733	48.26361657	78.94471199	41.17610084	60.27829998	63.68631945	52.00088093	57.32364305	43.22935058	59.46130418	40.56249983	54.12777882	53.80363784	54.22866422	46.4972119	42.54272154	51.39877333	40.10738352	47.72829005	50.62197715	62.09404111	48.51966118	33.35337915	55.92342631	49.94914744	52.19411028	52.55597338	57.73502692	55.04903926	43.94192733	65.3648427	42.62855104	57.8901136	50.38402682	52.13985898	41.83443958	44.05853889	50.02800638
