CodeClass	Name	CoV	WYK3299	WYK3300	WYK3301	WYK3302	WYK3303	WYK3304	WYK3305	WYK3307	WYK3308	WYK3309	WYK3310	WYK3311	WYK3313	WYK3314	WYK3315	WYK3317	WYK3320	WYK3325	WYK3327	WYK3328	WYK3329	WYK3331	WYK3333	WYK3336	WYK3337	WYK3338	WYK3339	WYK3340	WYK3341	WYK3342	WYK3343	WYK3346	WYK3347	WYK3348	WYK3349	WYK3350	WYK3352	WYK3353	WYK3354	WYK3355	WYK3356	WYK3357	WYK3358	WYK3359	WYK3360	WYK3361	WYK3362	WYK3363	WYK3364	WYK3366	WYK3367	WYK3369	WYK3371	WYK3372	WYK3373	WYK3373	WYK3374	WYK3375	WYK3376	WYK3377	WYK3379	WYK3381	WYK3382	WYK3383	WYK3384	WYK3385
Endogenous	SLC27A2	1.307628834	13.6575494	5.477762597	0	0	37.66566413	12.78654092	6.25191588	17.98937055	126.2514072	0	30.10117803	117.5507139	3.17072226	61.88364497	63.73926364	93.43490313	39.45538001	11.39577892	0	30.03142395	55.37793938	59.12177372	26.90187647	16.8498975	16.03768645	29.1259763	19.20781016	16.58798765	0	29.33670812	0	29.4115006	9.624266392	7.83831624	24.85756397	5.459394579	19.95200796	4.791753459	57.26470565	22.36685074	18.74975259	13.00002224	6.3405289	0.890015095	14.74921323	177.1409439	26.72784243	15.11375574	30.82040005	23.10460057	0	22.03044066	2.904020204	3.461854247	2.74802475	0	3.786441857	7.256465056	17.70840363	19.65342288	10.66396829	10.48258277	7.343642111	1.890822127	34.26775246	21.87154044
Endogenous	SCNN1B	1.288693422	4.916717785	24.10215543	12.10282585	18.64278784	167.783413	0	6.25191588	147.5128385	88.37598506	65.30622153	6.689150673	48.97946411	5.073155616	7.629490476	0	0	18.16200032	0	0	77.46742315	18.12368925	45.21076814	0	2.769846165	77.72109588	12.7216908	46.50311932	22.11731687	5.828249161	8.517108809	0	26.47035054	4.558863028	12.73726389	34.28629512	7.73414232	7.315736252	3.484911607	0	81.41533668	20.78776918	35.65720386	14.00200132	25.98844078	4.469458555	43.44966548	0	72.83737708	83.3963766	60.07196148	0	12.42742806	8.131256571	50.5963313	13.39662066	0	7.572883714	12.90038232	27.34385854	95.22221791	3.046848083	20.28886988	5.140549478	26.70786254	12.72802234	10.05588066
Endogenous	CD14	1.259034587	36.05593042	320.9968882	286.8369726	440.4358627	65.05887441	517.8549074	197.9773362	286.6306375	808.0090062	671.7211358	315.0589967	577.9576765	355.4379653	100.8788185	995.9259943	418.9971437	58.86993207	431.6151267	3260.361602	133.0938107	444.0303866	879.871103	372.9990512	274.6764114	172.0967123	117.5082492	207.2421622	612.3732108	555.8030336	525.2217099	3333.221173	444.1136591	402.6995674	361.5423366	248.0042014	223.3802282	754.8509678	336.29397	1271.753671	114.0709388	362.359349	174.200298	554.2679014	113.2099201	534.994189	514.7114218	465.8281109	101.2439541	134.008308	92.41840228	374.8015315	252.5027429	207.9278466	79.3563512	178.6216088	0	326.7990587	183.6288796	183.0736434	182.9705989	524.5656784	233.6601514	743.1765817	269.9148586	595.2798141	218.4640074
Endogenous	GATA3	1.258361711	1134.122902	380.1567243	130.7105191	209.7313632	1773.710366	74.58815539	61.47717282	958.2338047	593.381614	2397.671276	294.9915447	1573.873447	14.26825017	93.24932803	95.60889546	375.1995329	18.78827619	444.435378	0	1171.908067	643.3909684	459.0631842	511.4379211	75.24748748	113.4974733	251.7555653	427.1210416	406.4056975	69.4091491	100.3126149	280.6923093	273.5269556	71.42218743	16.65642201	206.0034899	166.0565851	173.5824692	57.28323454	107.3713231	1292.803973	219.2905847	292.3147858	62.61272289	90.24753067	168.0516417	1153.087276	882.0188001	296.6302182	236.4408141	881.4405117	88.18859565	425.9218527	34.26743841	125.1593458	29.54126607	0	105.4378425	196.7308304	461.4601651	250.5119395	188.3967732	197.1401857	52.8742232	41.36173403	121.4057516	354.2183963
Endogenous	RAB15	1.240554063	477.4679271	40.53544322	21.78508652	48.93731808	136.9660514	34.09744246	20.8397196	92.3454355	113.6262665	0	10.70264108	42.4488689	28.85357256	22.04075026	39.83703977	93.43490313	40.70793175	30.62615585	196.4073255	136.8477387	108.7421355	55.64402233	20.85651097	10.61774363	88.20727548	82.69099019	47.00858801	60.82262139	12.71617999	20.81959931	78.944712	29.4115006	27.35317817	25.47452778	68.57259025	31.84646838	33.91841353	15.46429525	38.17647043	102.4401764	129.6178549	193.1431876	24.04117208	38.2706491	80.89719984	93.58389487	51.54655325	62.64014429	83.69853738	53.14058131	32.2227561	37.28228419	49.94914751	29.29261286	17.51865778	519.6152423	36.11683002	28.62272327	54.16688168	63.94282656	21.32793658	63.90994012	46.2649453	23.16257105	58.7447185	173.2125444
Endogenous	PPFIBP2	1.16858329	91.77873198	13.14663023	0	23.3034848	30.81736156	0	16.67177568	27.58370151	63.12570361	0	9.364810942	13.06119043	9.195094553	13.56353862	0	20.43888506	6.262758731	14.24472365	0	155.6173787	8.054973	0	18.43836477	15.00333339	41.94471841	43.52157378	36.89921425	12.44099074	12.18633915	16.08787219	0	0	18.74199245	6.85852671	44.28646454	12.2836378	25.93761035	16.11771618	0	118.5443089	16.30413269	9.285730171	33.28777673	17.80030191	12.96142981	0	0	45.70545412	47.5903236	39.27782097	16.39403381	22.59532375	13.35849294	42.3411404	24.04521657	0	9.611737022	50.59368692	38.02098425	95.49902668	4.570272125	48.35513988	15.42164843	18.19916297	12.72802234	20.86595237
Endogenous	MT2A	1.125908306	113.630811	1435.173801	1072.31037	950.7821798	308.1736156	1114.560151	1249.34119	515.6952891	1704.393998	2108.458009	862.2315218	1469.383923	303.121048	456.9217074	7298.145686	3081.891883	503.525802	1009.238671	8445.514994	535.4466384	999.8235236	1283.290265	721.8166404	946.1332859	281.276347	1048.869928	393.2546395	5192.040135	2940.086781	1600.270111	4977.902673	1555.868382	1100.712151	4445.305097	540.5805865	1181.503977	1308.186655	275.5258239	3266.474251	517.568926	844.5540733	441.2578977	756.9006375	349.0639204	1047.194139	1373.677885	2806.423455	478.1773805	128.4183335	376.0273743	517.2600322	1143.323382	1119.790191	176.0219736	446.5540219	0	2116.912263	289.0491914	528.6479318	369.2629032	1480.260361	583.9813047	2149.484046	2496.12156	1678.140792	565.8946843
Endogenous	PPARG	1.124540416	239.8265675	76.68867636	25.41593428	81.56219679	164.3592617	0	44.80539714	183.4915796	239.8776737	457.1435507	14.04721641	186.1219636	19.02433356	9.324932803	55.77185568	67.15633663	8.767862224	16.3814322	274.9702556	133.0938107	183.2506358	257.3536033	30.22682749	13.84923083	86.3567732	61.93454731	42.45936982	149.2918889	13.24602082	16.08787219	26.314904	82.35220168	14.18312942	37.23200214	36.28632901	15.01333509	21.28214182	16.98894408	31.01838222	228.1418775	59.51008431	75.40012899	37.25060729	6.408108687	25.02896791	180.4832258	173.7309758	35.87240821	56.80622754	134.0066833	6.218426617	58.18295866	16.26251314	35.15113543	9.96158972	0	11.65059033	25.19605922	82.81282872	94.11498281	31.99190488	62.21920096	45.53058109	4.727055317	57.76563986	73.91072287
Endogenous	TBX2	1.095845374	202.1317311	74.49757133	65.35525957	247.0169389	677.9819544	89.50578647	91.69476624	570.8626922	0	74.63568175	77.59414781	81.63244018	63.09737297	26.27935608	79.67407955	93.43490313	44.46558699	42.02193478	353.5331858	209.5374353	54.37106775	413.852416	76.77614182	35.3155386	209.106758	189.821018	226.4499724	69.11661522	43.44694829	24.604981	35.08653866	147.057503	52.17365465	43.11073932	170.00288	49.58950076	47.8848191	116.7445388	35.79044103	201.3016566	143.4763677	75.77155819	146.0963534	32.93055853	55.42128608	33.4228196	34.36436884	92.32137545	84.90718052	128.2305332	27.70026402	68.35085435	47.91633337	124.3604564	125.7221323	0	22.42738638	160.0453682	149.47976	569.9492636	59.92134564	149.4613414	75.63951375	24.81704042	54.82840393	74.4135169
Endogenous	PRRX1	1.074824441	15.29645533	121.6063297	183.9629529	365.8647113	41.08981542	543.4279893	203.1872661	169.1000832	176.7519701	298.542727	161.2085312	323.2644631	628.7542241	56.79731798	693.164492	338.7015239	46.34441461	280.621056	982.0366273	108.1813795	733.002543	852.0490919	173.1997215	74.32420543	188.7512328	127.8864707	148.1023257	279.2311255	187.033814	79.49301555	2105.19232	555.8773614	420.4284792	179.301484	310.2909709	194.7184067	232.7734262	131.3376062	820.7941143	151.647248	229.4806676	123.6859259	141.8693341	56.42695705	556.4475901	444.5235006	189.0040286	129.4684378	59.07243342	74.51233684	302.4416582	281.8766638	271.2354871	106.5185922	173.1255593	0	96.11737022	118.3206941	177.344454	117.9205373	417.4181874	157.9150372	605.11611	180.8098659	316.2424012	193.8270998
Endogenous	FAM174B	1.065765188	326.6885817	61.35094109	30.25706462	65.24975744	164.3592617	44.75289323	12.50383176	71.95748221	101.0011258	102.6240624	16.72287668	287.3461894	24.09748917	7.629490476	47.80444773	26.27856651	112.7296572	42.02193478	0	452.1776902	95.65280438	55.64402233	47.15385088	22.15876932	169.0125418	91.06052361	32.85546474	113.351249	15.36538415	34.06843523	0	44.1172509	26.34009749	21.55536966	98.57309848	49.13455121	48.54988603	13.06841853	31.01838222	124.3596901	125.5418217	12.25716383	34.08034284	5.69609661	68.38271589	183.8255078	99.2748433	165.5229394	223.4479003	79.13325695	45.79023236	61.00737413	20.32814143	41.80854744	20.26668253	0	18.93220929	59.46269976	137.7609635	76.95283889	47.22614529	55.45624434	49.93676636	9.217757869	147.8408749	65.11182729
Endogenous	PLEKHG6	1.034884318	7.101925689	49.29986338	8.471978093	37.28557568	58.21057184	0	4.16794392	31.18157562	0	74.63568175	6.020235606	32.65297607	0	11.8680963	0	51.09721265	0	7.834598009	0	68.59450244	71.48788538	69.55502791	22.06558407	1.615743596	40.09421613	20.08688021	21.7351536	44.23463374	6.887930826	12.3024905	0	23.52920048	10.13080673	6.85852671	14.85739455	45.49495483	7.315736252	4.791753459	57.26470565	55.02245281	41.16793504	46.80008006	4.755396675	11.57019624	7.151133688	130.3489964	38.18263204	4.73442951	81.58341189	34.65690085	9.61029568	51.40436154	13.06809092	11.71704514	4.809043313	0	6.407824681	10.48156064	26.82302314	18.54618779	12.18739233	22.99405253	8.812370533	8.508699571	41.12130295	15.58661503
Endogenous	FBP1	0.994985018	269.8731762	72.30646629	30.25706462	67.58010592	328.7185234	40.49071293	141.7100933	83.95039591	340.8787995	139.9419033	88.29678889	143.6730947	23.78041695	25.43163492	39.83703977	68.61625699	21.91965556	36.32404532	0	251.1719094	35.24050688	73.0327793	41.71302193	30.2374873	64.7675799	352.5247477	98.06092553	70.49894752	83.18501075	69.08321589	43.85817333	111.7637023	31.91204119	34.29263355	109.1447061	14.103436	412.3414978	17.42455803	40.56249983	123.4650161	92.93355632	29.34290734	298.269047	14.41824455	35.75566844	103.6107408	57.27394806	46.43382789	88.98635112	125.9200731	32.78806761	177.9381746	17.1337192	33.28706007	34.69381247	0	27.96141679	57.44701502	190.1049213	95.77583545	53.31984146	107.8691582	45.53058109	31.43491786	106.7195719	75.41910497
